code,yfinance_code,exchange
688100,688100.SS,上交所
688101,688101.SS,上交所
688102,688102.SS,上交所
688103,688103.SS,上交所
688105,688105.SS,上交所
688106,688106.SS,上交所
688107,688107.SS,上交所
688108,688108.SS,上交所
688109,688109.SS,上交所
688110,688110.SS,上交所
688111,688111.SS,上交所
688112,688112.SS,上交所
688113,688113.SS,上交所
688114,688114.SS,上交所
688115,688115.SS,上交所
688116,688116.SS,上交所
688117,688117.SS,上交所
688118,688118.SS,上交所
688119,688119.SS,上交所
688120,688120.SS,上交所
688121,688121.SS,上交所
688122,688122.SS,上交所
688123,688123.SS,上交所
688125,688125.SS,上交所
688126,688126.SS,上交所
688127,688127.SS,上交所
688128,688128.SS,上交所
688129,688129.SS,上交所
688130,688130.SS,上交所
688131,688131.SS,上交所
688132,688132.SS,上交所
688133,688133.SS,上交所
688135,688135.SS,上交所
688136,688136.SS,上交所
688137,688137.SS,上交所
688138,688138.SS,上交所
688139,688139.SS,上交所
688141,688141.SS,上交所
688143,688143.SS,上交所
688146,688146.SS,上交所
688147,688147.SS,上交所
688148,688148.SS,上交所
688150,688150.SS,上交所
688151,688151.SS,上交所
688152,688152.SS,上交所
688153,688153.SS,上交所
688155,688155.SS,上交所
688156,688156.SS,上交所
688157,688157.SS,上交所
688158,688158.SS,上交所
688159,688159.SS,上交所
688160,688160.SS,上交所
688161,688161.SS,上交所
688162,688162.SS,上交所
688163,688163.SS,上交所
688165,688165.SS,上交所
688166,688166.SS,上交所
688167,688167.SS,上交所
688168,688168.SS,上交所
688169,688169.SS,上交所
688170,688170.SS,上交所
688171,688171.SS,上交所
688172,688172.SS,上交所
688173,688173.SS,上交所
688175,688175.SS,上交所
688176,688176.SS,上交所
688177,688177.SS,上交所
688178,688178.SS,上交所
688179,688179.SS,上交所
688180,688180.SS,上交所
688181,688181.SS,上交所
688182,688182.SS,上交所
688183,688183.SS,上交所
688184,688184.SS,上交所
688185,688185.SS,上交所
688186,688186.SS,上交所
688187,688187.SS,上交所
688188,688188.SS,上交所
688189,688189.SS,上交所
688190,688190.SS,上交所
688191,688191.SS,上交所
688192,688192.SS,上交所
688193,688193.SS,上交所
688195,688195.SS,上交所
688196,688196.SS,上交所
688197,688197.SS,上交所
688198,688198.SS,上交所
688199,688199.SS,上交所
688200,688200.SS,上交所
688201,688201.SS,上交所
688202,688202.SS,上交所
688203,688203.SS,上交所
688205,688205.SS,上交所
688206,688206.SS,上交所
688207,688207.SS,上交所
688208,688208.SS,上交所
688209,688209.SS,上交所
688210,688210.SS,上交所
688211,688211.SS,上交所
688212,688212.SS,上交所
688213,688213.SS,上交所
688215,688215.SS,上交所
688216,688216.SS,上交所
688217,688217.SS,上交所
688218,688218.SS,上交所
688219,688219.SS,上交所
688220,688220.SS,上交所
688221,688221.SS,上交所
688222,688222.SS,上交所
688223,688223.SS,上交所
688225,688225.SS,上交所
688226,688226.SS,上交所
688227,688227.SS,上交所
688228,688228.SS,上交所
688229,688229.SS,上交所
688230,688230.SS,上交所
688231,688231.SS,上交所
688232,688232.SS,上交所
688233,688233.SS,上交所
688234,688234.SS,上交所
688235,688235.SS,上交所
688236,688236.SS,上交所
688237,688237.SS,上交所
688238,688238.SS,上交所
688239,688239.SS,上交所
688244,688244.SS,上交所
688246,688246.SS,上交所
688247,688247.SS,上交所
688248,688248.SS,上交所
688249,688249.SS,上交所
688251,688251.SS,上交所
688252,688252.SS,上交所
688253,688253.SS,上交所
688255,688255.SS,上交所
688256,688256.SS,上交所
688257,688257.SS,上交所
688258,688258.SS,上交所
688259,688259.SS,上交所
688260,688260.SS,上交所
688261,688261.SS,上交所
688262,688262.SS,上交所
688265,688265.SS,上交所
688266,688266.SS,上交所
688267,688267.SS,上交所
688268,688268.SS,上交所
688269,688269.SS,上交所
688270,688270.SS,上交所
688271,688271.SS,上交所
688272,688272.SS,上交所
688273,688273.SS,上交所
688275,688275.SS,上交所
688276,688276.SS,上交所
688277,688277.SS,上交所
688278,688278.SS,上交所
688279,688279.SS,上交所
688280,688280.SS,上交所
688281,688281.SS,上交所
688282,688282.SS,上交所
688283,688283.SS,上交所
688285,688285.SS,上交所
688286,688286.SS,上交所
688288,688288.SS,上交所
688289,688289.SS,上交所
688290,688290.SS,上交所
688291,688291.SS,上交所
688292,688292.SS,上交所
688293,688293.SS,上交所
688295,688295.SS,上交所
688296,688296.SS,上交所
688297,688297.SS,上交所
688298,688298.SS,上交所
688299,688299.SS,上交所
688303,688303.SS,上交所
688305,688305.SS,上交所
688306,688306.SS,上交所
688307,688307.SS,上交所
688308,688308.SS,上交所
688309,688309.SS,上交所
688310,688310.SS,上交所
688312,688312.SS,上交所
688315,688315.SS,上交所
688316,688316.SS,上交所
688317,688317.SS,上交所
688318,688318.SS,上交所
688319,688319.SS,上交所
688320,688320.SS,上交所
688321,688321.SS,上交所
688322,688322.SS,上交所
688323,688323.SS,上交所
688327,688327.SS,上交所
688328,688328.SS,上交所
688329,688329.SS,上交所
688330,688330.SS,上交所
688331,688331.SS,上交所
688333,688333.SS,上交所
688334,688334.SS,上交所
688335,688335.SS,上交所
688339,688339.SS,上交所
688343,688343.SS,上交所
688345,688345.SS,上交所
688347,688347.SS,上交所
688349,688349.SS,上交所
688469,688469.SS,上交所
688489,688489.SS,上交所
688507,688507.SS,上交所
688536,688536.SS,上交所
688539,688539.SS,上交所
000017,000017.SZ,深交所
000301,000301.SZ,深交所
000333,000333.SZ,深交所
000400,000400.SZ,深交所
000401,000401.SZ,深交所
000402,000402.SZ,深交所
000403,000403.SZ,深交所
000404,000404.SZ,深交所
000407,000407.SZ,深交所
000408,000408.SZ,深交所
000409,000409.SZ,深交所
000410,000410.SZ,深交所
000411,000411.SZ,深交所
000415,000415.SZ,深交所
000417,000417.SZ,深交所
000419,000419.SZ,深交所
000420,000420.SZ,深交所
000421,000421.SZ,深交所
000422,000422.SZ,深交所
000423,000423.SZ,深交所
000425,000425.SZ,深交所
000426,000426.SZ,深交所
000428,000428.SZ,深交所
000429,000429.SZ,深交所
000430,000430.SZ,深交所
000488,000488.SZ,深交所
000498,000498.SZ,深交所
000501,000501.SZ,深交所
000503,000503.SZ,深交所
000504,000504.SZ,深交所
000505,000505.SZ,深交所
000506,000506.SZ,深交所
000507,000507.SZ,深交所
000509,000509.SZ,深交所
000510,000510.SZ,深交所
000513,000513.SZ,深交所
000514,000514.SZ,深交所
000516,000516.SZ,深交所
000517,000517.SZ,深交所
000518,000518.SZ,深交所
000519,000519.SZ,深交所
000520,000520.SZ,深交所
000521,000521.SZ,深交所
000523,000523.SZ,深交所
000524,000524.SZ,深交所
000525,000525.SZ,深交所
000526,000526.SZ,深交所
000528,000528.SZ,深交所
000529,000529.SZ,深交所
000530,000530.SZ,深交所
000531,000531.SZ,深交所
000532,000532.SZ,深交所
000533,000533.SZ,深交所
000534,000534.SZ,深交所
000536,000536.SZ,深交所
000537,000537.SZ,深交所
000538,000538.SZ,深交所
000539,000539.SZ,深交所
000541,000541.SZ,深交所
000543,000543.SZ,深交所
000544,000544.SZ,深交所
000545,000545.SZ,深交所
000546,000546.SZ,深交所
000547,000547.SZ,深交所
000548,000548.SZ,深交所
000550,000550.SZ,深交所
000551,000551.SZ,深交所
000552,000552.SZ,深交所
000553,000553.SZ,深交所
000554,000554.SZ,深交所
000555,000555.SZ,深交所
000557,000557.SZ,深交所
000558,000558.SZ,深交所
000559,000559.SZ,深交所
000560,000560.SZ,深交所
000561,000561.SZ,深交所
000563,000563.SZ,深交所
000564,000564.SZ,深交所
000565,000565.SZ,深交所
000566,000566.SZ,深交所
000567,000567.SZ,深交所
000568,000568.SZ,深交所
000570,000570.SZ,深交所
000571,000571.SZ,深交所
000572,000572.SZ,深交所
000573,000573.SZ,深交所
000576,000576.SZ,深交所
000581,000581.SZ,深交所
000582,000582.SZ,深交所
000586,000586.SZ,深交所
000589,000589.SZ,深交所
000590,000590.SZ,深交所
000591,000591.SZ,深交所
000592,000592.SZ,深交所
000593,000593.SZ,深交所
000595,000595.SZ,深交所
000596,000596.SZ,深交所
000597,000597.SZ,深交所
000598,000598.SZ,深交所
000599,000599.SZ,深交所
000600,000600.SZ,深交所
000601,000601.SZ,深交所
000603,000603.SZ,深交所
000605,000605.SZ,深交所
000607,000607.SZ,深交所
000608,000608.SZ,深交所
000609,000609.SZ,深交所
000610,000610.SZ,深交所
000612,000612.SZ,深交所
000615,000615.SZ,深交所
000617,000617.SZ,深交所
000619,000619.SZ,深交所
000620,000620.SZ,深交所
000623,000623.SZ,深交所
000625,000625.SZ,深交所
000626,000626.SZ,深交所
000628,000628.SZ,深交所
000629,000629.SZ,深交所
000630,000630.SZ,深交所
000631,000631.SZ,深交所
000632,000632.SZ,深交所
000633,000633.SZ,深交所
000635,000635.SZ,深交所
000636,000636.SZ,深交所
000637,000637.SZ,深交所
000639,000639.SZ,深交所
000650,000650.SZ,深交所
000651,000651.SZ,深交所
000652,000652.SZ,深交所
000655,000655.SZ,深交所
000656,000656.SZ,深交所
000657,000657.SZ,深交所
000659,000659.SZ,深交所
000661,000661.SZ,深交所
000663,000663.SZ,深交所
000665,000665.SZ,深交所
000668,000668.SZ,深交所
000669,000669.SZ,深交所
000670,000670.SZ,深交所
000672,000672.SZ,深交所
000676,000676.SZ,深交所
000677,000677.SZ,深交所
000678,000678.SZ,深交所
000679,000679.SZ,深交所
000680,000680.SZ,深交所
000681,000681.SZ,深交所
000682,000682.SZ,深交所
000683,000683.SZ,深交所
000685,000685.SZ,深交所
000686,000686.SZ,深交所
000688,000688.SZ,深交所
000690,000690.SZ,深交所
000691,000691.SZ,深交所
000692,000692.SZ,深交所
000695,000695.SZ,深交所
000697,000697.SZ,深交所
000698,000698.SZ,深交所
000700,000700.SZ,深交所
000701,000701.SZ,深交所
000702,000702.SZ,深交所
000703,000703.SZ,深交所
000705,000705.SZ,深交所
000707,000707.SZ,深交所
000708,000708.SZ,深交所
000710,000710.SZ,深交所
000711,000711.SZ,深交所
000712,000712.SZ,深交所
000713,000713.SZ,深交所
000715,000715.SZ,深交所
000716,000716.SZ,深交所
000717,000717.SZ,深交所
000718,000718.SZ,深交所
000719,000719.SZ,深交所
000720,000720.SZ,深交所
000721,000721.SZ,深交所
000722,000722.SZ,深交所
000723,000723.SZ,深交所
000725,000725.SZ,深交所
000726,000726.SZ,深交所
000727,000727.SZ,深交所
000728,000728.SZ,深交所
000729,000729.SZ,深交所
000731,000731.SZ,深交所
000733,000733.SZ,深交所
000735,000735.SZ,深交所
000736,000736.SZ,深交所
000737,000737.SZ,深交所
000738,000738.SZ,深交所
000739,000739.SZ,深交所
000750,000750.SZ,深交所
000751,000751.SZ,深交所
000752,000752.SZ,深交所
000753,000753.SZ,深交所
000755,000755.SZ,深交所
000756,000756.SZ,深交所
000757,000757.SZ,深交所
000758,000758.SZ,深交所
000759,000759.SZ,深交所
000761,000761.SZ,深交所
000762,000762.SZ,深交所
000766,000766.SZ,深交所
000767,000767.SZ,深交所
000768,000768.SZ,深交所
000776,000776.SZ,深交所
000777,000777.SZ,深交所
000778,000778.SZ,深交所
000779,000779.SZ,深交所
000782,000782.SZ,深交所
000783,000783.SZ,深交所
000785,000785.SZ,深交所
000786,000786.SZ,深交所
000788,000788.SZ,深交所
000789,000789.SZ,深交所
000790,000790.SZ,深交所
000791,000791.SZ,深交所
000792,000792.SZ,深交所
000793,000793.SZ,深交所
000795,000795.SZ,深交所
000796,000796.SZ,深交所
000797,000797.SZ,深交所
000798,000798.SZ,深交所
000799,000799.SZ,深交所
000800,000800.SZ,深交所
000801,000801.SZ,深交所
000802,000802.SZ,深交所
000803,000803.SZ,深交所
000807,000807.SZ,深交所
000809,000809.SZ,深交所
000810,000810.SZ,深交所
000811,000811.SZ,深交所
000812,000812.SZ,深交所
000813,000813.SZ,深交所
000815,000815.SZ,深交所
000816,000816.SZ,深交所
000818,000818.SZ,深交所
000819,000819.SZ,深交所
000820,000820.SZ,深交所
000821,000821.SZ,深交所
000822,000822.SZ,深交所
000823,000823.SZ,深交所
000825,000825.SZ,深交所
000826,000826.SZ,深交所
000828,000828.SZ,深交所
000829,000829.SZ,深交所
000830,000830.SZ,深交所
000831,000831.SZ,深交所
000833,000833.SZ,深交所
000837,000837.SZ,深交所
000838,000838.SZ,深交所
000839,000839.SZ,深交所
000848,000848.SZ,深交所
000850,000850.SZ,深交所
000852,000852.SZ,深交所
000856,000856.SZ,深交所
000858,000858.SZ,深交所
000859,000859.SZ,深交所
000860,000860.SZ,深交所
000862,000862.SZ,深交所
000863,000863.SZ,深交所
000868,000868.SZ,深交所
000869,000869.SZ,深交所
000875,000875.SZ,深交所
000876,000876.SZ,深交所
000877,000877.SZ,深交所
000878,000878.SZ,深交所
000880,000880.SZ,深交所
000881,000881.SZ,深交所
000882,000882.SZ,深交所
000883,000883.SZ,深交所
000885,000885.SZ,深交所
000886,000886.SZ,深交所
000887,000887.SZ,深交所
000888,000888.SZ,深交所
000889,000889.SZ,深交所
000890,000890.SZ,深交所
000892,000892.SZ,深交所
000893,000893.SZ,深交所
000895,000895.SZ,深交所
000897,000897.SZ,深交所
000898,000898.SZ,深交所
000899,000899.SZ,深交所
000900,000900.SZ,深交所
000901,000901.SZ,深交所
000902,000902.SZ,深交所
000903,000903.SZ,深交所
000905,000905.SZ,深交所
000906,000906.SZ,深交所
000908,000908.SZ,深交所
000909,000909.SZ,深交所
000910,000910.SZ,深交所
000911,000911.SZ,深交所
000912,000912.SZ,深交所
000913,000913.SZ,深交所
000915,000915.SZ,深交所
000917,000917.SZ,深交所
000919,000919.SZ,深交所
000920,000920.SZ,深交所
000921,000921.SZ,深交所
000922,000922.SZ,深交所
000923,000923.SZ,深交所
000925,000925.SZ,深交所
000926,000926.SZ,深交所
000927,000927.SZ,深交所
000928,000928.SZ,深交所
000929,000929.SZ,深交所
000930,000930.SZ,深交所
000931,000931.SZ,深交所
000932,000932.SZ,深交所
000933,000933.SZ,深交所
000935,000935.SZ,深交所
000936,000936.SZ,深交所
000937,000937.SZ,深交所
000938,000938.SZ,深交所
000948,000948.SZ,深交所
000949,000949.SZ,深交所
000950,000950.SZ,深交所
000951,000951.SZ,深交所
000952,000952.SZ,深交所
000953,000953.SZ,深交所
000955,000955.SZ,深交所
000957,000957.SZ,深交所
000958,000958.SZ,深交所
000959,000959.SZ,深交所
000960,000960.SZ,深交所
000962,000962.SZ,深交所
000963,000963.SZ,深交所
000965,000965.SZ,深交所
000966,000966.SZ,深交所
000967,000967.SZ,深交所
000968,000968.SZ,深交所
000969,000969.SZ,深交所
000970,000970.SZ,深交所
000972,000972.SZ,深交所
000973,000973.SZ,深交所
000975,000975.SZ,深交所
000977,000977.SZ,深交所
000978,000978.SZ,深交所
000980,000980.SZ,深交所
000981,000981.SZ,深交所
000983,000983.SZ,深交所
000985,000985.SZ,深交所
000987,000987.SZ,深交所
000988,000988.SZ,深交所
000989,000989.SZ,深交所
000990,000990.SZ,深交所
000993,000993.SZ,深交所
000995,000995.SZ,深交所
000997,000997.SZ,深交所
000998,000998.SZ,深交所
000999,000999.SZ,深交所
002001,002001.SZ,深交所
002003,002003.SZ,深交所
002004,002004.SZ,深交所
002005,002005.SZ,深交所
002006,002006.SZ,深交所
002007,002007.SZ,深交所
002008,002008.SZ,深交所
002009,002009.SZ,深交所
002010,002010.SZ,深交所
002011,002011.SZ,深交所
002012,002012.SZ,深交所
002014,002014.SZ,深交所
002015,002015.SZ,深交所
002016,002016.SZ,深交所
002017,002017.SZ,深交所
002019,002019.SZ,深交所
002020,002020.SZ,深交所
002021,002021.SZ,深交所
002022,002022.SZ,深交所
002023,002023.SZ,深交所
002024,002024.SZ,深交所
002025,002025.SZ,深交所
002026,002026.SZ,深交所
002027,002027.SZ,深交所
002028,002028.SZ,深交所
002029,002029.SZ,深交所
002030,002030.SZ,深交所
002031,002031.SZ,深交所
002032,002032.SZ,深交所
002033,002033.SZ,深交所
002034,002034.SZ,深交所
002035,002035.SZ,深交所
002036,002036.SZ,深交所
002037,002037.SZ,深交所
002038,002038.SZ,深交所
002039,002039.SZ,深交所
002040,002040.SZ,深交所
002041,002041.SZ,深交所
002042,002042.SZ,深交所
002043,002043.SZ,深交所
002044,002044.SZ,深交所
002045,002045.SZ,深交所
002046,002046.SZ,深交所
002047,002047.SZ,深交所
002048,002048.SZ,深交所
002049,002049.SZ,深交所
002050,002050.SZ,深交所
002051,002051.SZ,深交所
002052,002052.SZ,深交所
002053,002053.SZ,深交所
002054,002054.SZ,深交所
002055,002055.SZ,深交所
002056,002056.SZ,深交所
002057,002057.SZ,深交所
002058,002058.SZ,深交所
002059,002059.SZ,深交所
002060,002060.SZ,深交所
002061,002061.SZ,深交所
002062,002062.SZ,深交所
002063,002063.SZ,深交所
002064,002064.SZ,深交所
002065,002065.SZ,深交所
002066,002066.SZ,深交所
002067,002067.SZ,深交所
002068,002068.SZ,深交所
002069,002069.SZ,深交所
002072,002072.SZ,深交所
002073,002073.SZ,深交所
002074,002074.SZ,深交所
002075,002075.SZ,深交所
002076,002076.SZ,深交所
002077,002077.SZ,深交所
002078,002078.SZ,深交所
002079,002079.SZ,深交所
002080,002080.SZ,深交所
002081,002081.SZ,深交所
002082,002082.SZ,深交所
002083,002083.SZ,深交所
002084,002084.SZ,深交所
002085,002085.SZ,深交所
002086,002086.SZ,深交所
002088,002088.SZ,深交所
002090,002090.SZ,深交所
002091,002091.SZ,深交所
002092,002092.SZ,深交所
002093,002093.SZ,深交所
002094,002094.SZ,深交所
002095,002095.SZ,深交所
002096,002096.SZ,深交所
002097,002097.SZ,深交所
002098,002098.SZ,深交所
002099,002099.SZ,深交所
002100,002100.SZ,深交所
002101,002101.SZ,深交所
002102,002102.SZ,深交所
002103,002103.SZ,深交所
002104,002104.SZ,深交所
002105,002105.SZ,深交所
002107,002107.SZ,深交所
002109,002109.SZ,深交所
002110,002110.SZ,深交所
002111,002111.SZ,深交所
002114,002114.SZ,深交所
002115,002115.SZ,深交所
002116,002116.SZ,深交所
002117,002117.SZ,深交所
002119,002119.SZ,深交所
002120,002120.SZ,深交所
002121,002121.SZ,深交所
002122,002122.SZ,深交所
002123,002123.SZ,深交所
002124,002124.SZ,深交所
002125,002125.SZ,深交所
002126,002126.SZ,深交所
002129,002129.SZ,深交所
002130,002130.SZ,深交所
002131,002131.SZ,深交所
002132,002132.SZ,深交所
002134,002134.SZ,深交所
002135,002135.SZ,深交所
002136,002136.SZ,深交所
002137,002137.SZ,深交所
002138,002138.SZ,深交所
002139,002139.SZ,深交所
002140,002140.SZ,深交所
002141,002141.SZ,深交所
002142,002142.SZ,深交所
002144,002144.SZ,深交所
002145,002145.SZ,深交所
002146,002146.SZ,深交所
002148,002148.SZ,深交所
002149,002149.SZ,深交所
002150,002150.SZ,深交所
002151,002151.SZ,深交所
002152,002152.SZ,深交所
002153,002153.SZ,深交所
002154,002154.SZ,深交所
002155,002155.SZ,深交所
002156,002156.SZ,深交所
002157,002157.SZ,深交所
002158,002158.SZ,深交所
002159,002159.SZ,深交所
002160,002160.SZ,深交所
002161,002161.SZ,深交所
002162,002162.SZ,深交所
002163,002163.SZ,深交所
002164,002164.SZ,深交所
002165,002165.SZ,深交所
002166,002166.SZ,深交所
002167,002167.SZ,深交所
002168,002168.SZ,深交所
002169,002169.SZ,深交所
002170,002170.SZ,深交所
002171,002171.SZ,深交所
002172,002172.SZ,深交所
002173,002173.SZ,深交所
002174,002174.SZ,深交所
002175,002175.SZ,深交所
002176,002176.SZ,深交所
002177,002177.SZ,深交所
002178,002178.SZ,深交所
002179,002179.SZ,深交所
002180,002180.SZ,深交所
002181,002181.SZ,深交所
002182,002182.SZ,深交所
002183,002183.SZ,深交所
002184,002184.SZ,深交所
002185,002185.SZ,深交所
002186,002186.SZ,深交所
002187,002187.SZ,深交所
002188,002188.SZ,深交所
002189,002189.SZ,深交所
002190,002190.SZ,深交所
002191,002191.SZ,深交所
002192,002192.SZ,深交所
002193,002193.SZ,深交所
002194,002194.SZ,深交所
002195,002195.SZ,深交所
002196,002196.SZ,深交所
002197,002197.SZ,深交所
002198,002198.SZ,深交所
002199,002199.SZ,深交所
002200,002200.SZ,深交所
002237,002237.SZ,深交所
002254,002254.SZ,深交所
002263,002263.SZ,深交所
002278,002278.SZ,深交所
002299,002299.SZ,深交所
002385,002385.SZ,深交所
002398,002398.SZ,深交所
002431,002431.SZ,深交所
002437,002437.SZ,深交所
002470,002470.SZ,深交所
002480,002480.SZ,深交所
002551,002551.SZ,深交所
002552,002552.SZ,深交所
002553,002553.SZ,深交所
002554,002554.SZ,深交所
002555,002555.SZ,深交所
002556,002556.SZ,深交所
002557,002557.SZ,深交所
002558,002558.SZ,深交所
002559,002559.SZ,深交所
002560,002560.SZ,深交所
002561,002561.SZ,深交所
002562,002562.SZ,深交所
002563,002563.SZ,深交所
002564,002564.SZ,深交所
002565,002565.SZ,深交所
002566,002566.SZ,深交所
002567,002567.SZ,深交所
002568,002568.SZ,深交所
002569,002569.SZ,深交所
002570,002570.SZ,深交所
002571,002571.SZ,深交所
002572,002572.SZ,深交所
002573,002573.SZ,深交所
002574,002574.SZ,深交所
002575,002575.SZ,深交所
002576,002576.SZ,深交所
002577,002577.SZ,深交所
002578,002578.SZ,深交所
002579,002579.SZ,深交所
002580,002580.SZ,深交所
002581,002581.SZ,深交所
002582,002582.SZ,深交所
002583,002583.SZ,深交所
002584,002584.SZ,深交所
002585,002585.SZ,深交所
002586,002586.SZ,深交所
002587,002587.SZ,深交所
002588,002588.SZ,深交所
002589,002589.SZ,深交所
002590,002590.SZ,深交所
002591,002591.SZ,深交所
002592,002592.SZ,深交所
002593,002593.SZ,深交所
002594,002594.SZ,深交所
002595,002595.SZ,深交所
002596,002596.SZ,深交所
002597,002597.SZ,深交所
002598,002598.SZ,深交所
002599,002599.SZ,深交所
002600,002600.SZ,深交所
002602,002602.SZ,深交所
002606,002606.SZ,深交所
002607,002607.SZ,深交所
002608,002608.SZ,深交所
002609,002609.SZ,深交所
002613,002613.SZ,深交所
002615,002615.SZ,深交所
002622,002622.SZ,深交所
002630,002630.SZ,深交所
002633,002633.SZ,深交所
002640,002640.SZ,深交所
002641,002641.SZ,深交所
002643,002643.SZ,深交所
002644,002644.SZ,深交所
002646,002646.SZ,深交所
002647,002647.SZ,深交所
002651,002651.SZ,深交所
002653,002653.SZ,深交所
002654,002654.SZ,深交所
002655,002655.SZ,深交所
002656,002656.SZ,深交所
002658,002658.SZ,深交所
002660,002660.SZ,深交所
002662,002662.SZ,深交所
002663,002663.SZ,深交所
002664,002664.SZ,深交所
002667,002667.SZ,深交所
002668,002668.SZ,深交所
002669,002669.SZ,深交所
002670,002670.SZ,深交所
002672,002672.SZ,深交所
002673,002673.SZ,深交所
002675,002675.SZ,深交所
002678,002678.SZ,深交所
002681,002681.SZ,深交所
002682,002682.SZ,深交所
002686,002686.SZ,深交所
002687,002687.SZ,深交所
002690,002690.SZ,深交所
002691,002691.SZ,深交所
002692,002692.SZ,深交所
002693,002693.SZ,深交所
002695,002695.SZ,深交所
002696,002696.SZ,深交所
002697,002697.SZ,深交所
002700,002700.SZ,深交所
002753,002753.SZ,深交所
002755,002755.SZ,深交所
002756,002756.SZ,深交所
002757,002757.SZ,深交所
002758,002758.SZ,深交所
002760,002760.SZ,深交所
002763,002763.SZ,深交所
002765,002765.SZ,深交所
002766,002766.SZ,深交所
002767,002767.SZ,深交所
002771,002771.SZ,深交所
002772,002772.SZ,深交所
002774,002774.SZ,深交所
002778,002778.SZ,深交所
002779,002779.SZ,深交所
002783,002783.SZ,深交所
002785,002785.SZ,深交所
002787,002787.SZ,深交所
002789,002789.SZ,深交所
002790,002790.SZ,深交所
002791,002791.SZ,深交所
002792,002792.SZ,深交所
002793,002793.SZ,深交所
002795,002795.SZ,深交所
002815,002815.SZ,深交所
002860,002860.SZ,深交所
002861,002861.SZ,深交所
002875,002875.SZ,深交所
002877,002877.SZ,深交所
002887,002887.SZ,深交所
002892,002892.SZ,深交所
002895,002895.SZ,深交所
002901,002901.SZ,深交所
002902,002902.SZ,深交所
002903,002903.SZ,深交所
002906,002906.SZ,深交所
002908,002908.SZ,深交所
002909,002909.SZ,深交所
002910,002910.SZ,深交所
002913,002913.SZ,深交所
002915,002915.SZ,深交所
002916,002916.SZ,深交所
002917,002917.SZ,深交所
002918,002918.SZ,深交所
002920,002920.SZ,深交所
002921,002921.SZ,深交所
002923,002923.SZ,深交所
002926,002926.SZ,深交所
002927,002927.SZ,深交所
002928,002928.SZ,深交所
002930,002930.SZ,深交所
002931,002931.SZ,深交所
002933,002933.SZ,深交所
002935,002935.SZ,深交所
002936,002936.SZ,深交所
002937,002937.SZ,深交所
002938,002938.SZ,深交所
002941,002941.SZ,深交所
002943,002943.SZ,深交所
002945,002945.SZ,深交所
002946,002946.SZ,深交所
002947,002947.SZ,深交所
002948,002948.SZ,深交所
002949,002949.SZ,深交所
002950,002950.SZ,深交所
300053,300053.SZ,深交所
300063,300063.SZ,深交所
300073,300073.SZ,深交所
300085,300085.SZ,深交所
300086,300086.SZ,深交所
300091,300091.SZ,深交所
300094,300094.SZ,深交所
300095,300095.SZ,深交所
300154,300154.SZ,深交所
300155,300155.SZ,深交所
300161,300161.SZ,深交所
300165,300165.SZ,深交所
300166,300166.SZ,深交所
300194,300194.SZ,深交所
300196,300196.SZ,深交所
300198,300198.SZ,深交所
300203,300203.SZ,深交所
300204,300204.SZ,深交所
300205,300205.SZ,深交所
300206,300206.SZ,深交所
300209,300209.SZ,深交所
300211,300211.SZ,深交所
300213,300213.SZ,深交所
300215,300215.SZ,深交所
300217,300217.SZ,深交所
300218,300218.SZ,深交所
300219,300219.SZ,深交所
300220,300220.SZ,深交所
300221,300221.SZ,深交所
300222,300222.SZ,深交所
300224,300224.SZ,深交所
300225,300225.SZ,深交所
300226,300226.SZ,深交所
300227,300227.SZ,深交所
300228,300228.SZ,深交所
300229,300229.SZ,深交所
300231,300231.SZ,深交所
300232,300232.SZ,深交所
300233,300233.SZ,深交所
300234,300234.SZ,深交所
300235,300235.SZ,深交所
300236,300236.SZ,深交所
300238,300238.SZ,深交所
300239,300239.SZ,深交所
300240,300240.SZ,深交所
300241,300241.SZ,深交所
300242,300242.SZ,深交所
300244,300244.SZ,深交所
300245,300245.SZ,深交所
300248,300248.SZ,深交所
300249,300249.SZ,深交所
300451,300451.SZ,深交所
300452,300452.SZ,深交所
300453,300453.SZ,深交所
300454,300454.SZ,深交所
300455,300455.SZ,深交所
300456,300456.SZ,深交所
300457,300457.SZ,深交所
300458,300458.SZ,深交所
300459,300459.SZ,深交所
300460,300460.SZ,深交所
300461,300461.SZ,深交所
300462,300462.SZ,深交所
300463,300463.SZ,深交所
300464,300464.SZ,深交所
300465,300465.SZ,深交所
300466,300466.SZ,深交所
300467,300467.SZ,深交所
300468,300468.SZ,深交所
300469,300469.SZ,深交所
300470,300470.SZ,深交所
300471,300471.SZ,深交所
300472,300472.SZ,深交所
300473,300473.SZ,深交所
300474,300474.SZ,深交所
300475,300475.SZ,深交所
300476,300476.SZ,深交所
300477,300477.SZ,深交所
300478,300478.SZ,深交所
300479,300479.SZ,深交所
300480,300480.SZ,深交所
300481,300481.SZ,深交所
300482,300482.SZ,深交所
300483,300483.SZ,深交所
300484,300484.SZ,深交所
300485,300485.SZ,深交所
300486,300486.SZ,深交所
300487,300487.SZ,深交所
300488,300488.SZ,深交所
300489,300489.SZ,深交所
300490,300490.SZ,深交所
300491,300491.SZ,深交所
300492,300492.SZ,深交所
300493,300493.SZ,深交所
300494,300494.SZ,深交所
300496,300496.SZ,深交所
300497,300497.SZ,深交所
300498,300498.SZ,深交所
300499,300499.SZ,深交所
300500,300500.SZ,深交所
300551,300551.SZ,深交所
